Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Estimates Start After
Taiwan Province of China,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury. Data retrieved from CEIC Latest actual data: 2022 Notes: We do not have data on policy lending. Fiscal assumptions: Projections are based on the assumptions underlying the IMF staff's medium-term macroeconomic scenario. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. General government gross debt includes non-self redeeming debt maturity >= 1 year. Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: New Taiwan dollar Data last updated: 08/2023,"1,522.11","1,804.43","1,938.02","2,169.45","2,418.24","2,535.06","2,965.45","3,344.94","3,615.66","4,032.46","4,474.29","5,018.02","5,609.36","6,200.15","6,779.40","7,391.06","8,031.31","8,705.15","9,366.34","9,804.50","10,328.55","10,119.43","10,630.91","10,924.03","11,596.24","12,036.68","12,572.59","13,363.92","13,115.10","12,919.45","14,060.35","14,262.20","14,677.77","15,270.73","16,258.05","17,055.08","17,555.27","17,983.35","18,375.02","18,908.63","19,914.81",2022
Tajikistan,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2022 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares; Loans; Monetary Gold and SDRs Primary domestic currency: Tajik somoni Data last updated: 08/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.001,0.007,0.02,0.065,0.308,0.632,1.025,1.345,1.807,2.512,3.345,4.758,6.158,7.201,9.272,12.78,17.609,20.623,24.705,30.069,36.161,40.525,45.605,48.402,54.79,64.434,71.059,79.11,83.958,2022
Tanzania,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Cash basis Reporting in calendar year: Yes. Data are converted by averaging two FYs (i.e. Avg[FY(t-1/t), FY(t/t+1)] = CY(t)). Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares; Loans; Shares and Other Equity; Other Accounts Receivable/Payable;. Stocks, T-bonds (special bonds, 2-y, 5-y, 7-y, 10-y, and 15-y), T-bills, other (tax reserve certificates) Primary domestic currency: Tanzanian shilling Data last updated: 09/2023",89.277,106.74,129.113,149.294,175.945,224.432,295.983,400.119,614.998,769.622,"1,008.78","1,319.15","1,663.55","2,095.47","2,791.71","3,668.05","4,575.36","5,718.08","7,631.15","8,770.96","9,900.61","11,051.22","12,683.64","14,702.61","16,966.87","19,387.99","23,633.85","27,155.84","33,236.64","38,269.96","44,467.11","53,522.18","62,318.66","72,977.20","82,603.39","94,349.32","108,362.32","118,744.50","129,014.83","139,641.85","151,166.38",2021
Thailand,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury. Downloaded from MoF website Latest actual data: FY2021/22 Fiscal assumptions: Fiscal Year Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: October/September GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government;. Thailand does not have State Government system. Its central government consists of budgetary central government, extra budgetary funds, and institutions and social security funds. Public debt data includes debt of the central government and non-monetary public corporations. It excludes debt of subnational governments and non-guaranteed debt of financial public corporations. Valuation of public debt: Nominal value. Book value. Instruments included in gross and net debt: Insurance Technical Reserves Primary domestic currency: Thai baht Data last updated: 08/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,503.49","2,847.61","3,181.48","3,582.67","4,085.48","4,510.06","4,699.94","4,666.80","4,607.31","4,849.55","5,101.37","5,345.83","6,168.36","6,757.79","7,454.62","8,252.52","8,846.46","9,752.66","9,446.54","10,620.56","11,372.08","11,775.03","12,871.55","13,132.26","13,589.05","14,345.02","15,245.78","16,167.92","16,807.81","15,878.09",2022
Timor-Leste,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2022 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Monetary Gold and SDRs Primary domestic currency: US dollar Data last updated: 08/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.367,0.477,0.47,0.49,0.441,0.462,0.454,0.543,0.648,0.727,0.882,1.042,1.16,1.396,1.447,1.594,1.651,1.596,1.564,2.029,2.158,2022
Togo,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2022 Fiscal assumptions: n/a Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans; Monetary Gold and SDRs Primary domestic currency: CFA franc Data last updated: 09/2023,421.392,450.025,458.816,506.991,533.862,575.503,621.543,633.353,698.588,734.216,754.774,772.889,760.522,619.826,942.135,"1,118.31","1,252.51","1,455.42","1,392.84","1,456.91","1,429.23","1,464.53","1,597.08","1,655.05","1,607.56","1,622.67","1,657.24","1,799.65","2,042.17","2,220.67","2,348.49","2,555.32","2,763.92","2,974.13","3,156.75","3,402.69","3,597.81","3,708.90","3,904.41","4,097.07","4,253.19",2022
Tonga,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: FY2020/21 Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Face value Primary domestic currency: Tongan pa'anga Data last updated: 08/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.259,0.265,0.274,0.272,0.286,0.315,0.336,0.354,0.398,0.444,0.472,0.507,0.587,0.598,0.655,0.652,0.708,0.759,0.798,0.781,0.797,0.849,0.933,1.018,1.073,1.163,1.12,2021
Trinidad and Tobago,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: FY2022/23 Fiscal assumptions: Fiscal projections are predicated on the latest fiscal data available, as well as the current budget and subsequent official measures and supplementary budgets. However, it is modified by, among other influences, the Fund staff's macroeconomic projections. Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: October/September GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Other;. Central government debt excludes short-term debt issued for open market monetary policy purposes. These instruments were matched by corresponding  frozen  government deposits in the domestic banking system, and cannot be used to finance budgetary operations. Net debt is gross debt minus CG deposits at the Central Bank and Heritage Stabilization Fund assets (about 65% fixed income instruments and 35% equity). Primary domestic currency: Trinidad and Tobago dollar Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.187,18.413,21.105,22.688,23.374,24.563,28.59,31.636,34.447,36.162,38.163,42.401,50.098,54.953,56.835,68.414,81.684,97.612,113.524,133.468,167.695,136.925,138.557,159.866,170.777,179.356,185.633,173.507,158.337,157.931,161.436,157.875,141.395,2023
Tunisia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2022 Fiscal assumptions: Based on year-on-year growth rate Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans Primary domestic currency: Tunisian dinar Data last updated: 09/2023,4.064,4.777,5.515,6.552,7.378,8.093,8.254,9.269,9.963,11.022,12.414,13.774,15.751,16.787,18.093,19.497,21.731,24.066,26.042,28.547,30.874,33.3,34.511,37.104,40.739,43.92,47.995,52.304,57.978,61.548,66.14,67.747,73.895,79.097,85.346,89.802,95.287,102.012,112.985,122.969,119.633,2022
T¸rkiye,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2022 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The basis for the projections is the IMF-defined fiscal balance, which excludes some revenue and expenditure items that are included in the authorities' headline balance. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Other;. Other includes Extra-Budgetary Funds, Revolving Funds and Unemployment Fund. General government budget follows the program definition. Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Turkish lira Data last updated: 09/2023",0.007,0.011,0.014,0.019,0.03,0.048,0.07,0.103,0.178,0.313,0.541,0.868,1.506,2.73,5.329,10.694,20.35,39.724,71.945,107.374,171.494,247.266,362.11,472.172,582.853,680.276,795.757,887.714,"1,002.76","1,006.37","1,167.66","1,404.93","1,581.48","1,823.43","2,054.90","2,350.94","2,626.56","3,133.70","3,761.17","4,317.81","5,048.57",2022
Turkmenistan,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury. The authorities have recently submitted detailed data which dates back to 2009. Latest actual data: 2022 Notes: Staff estimates and projections of the fiscal balance exclude receipts from domestic bond issuances as well as privatization operations, in line with GFSM 2014. The authorities' official estimates, which are compiled using domestic statistical methodologies, include bond issuance and privatization proceeds as part of government revenues. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986. The central budget data are not reported according to GFSM 2001 by the authorities. Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Treasury bills held by commercial banks; net domestic debt; external public debt (including SOEs). Primary domestic currency: New Turkmen manat Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,--,0.003,0.029,0.22,2.62,3.755,4.73,6.779,8.827,12.186,15.291,20.079,24.951,30.184,37.6,45.63,83.603,97.362,99.146,125.599,142.096,146.209,158.24,154.21,145.943,162.278,170.401,185.363,186.179,2022
